run_id,plant,line,product,shift,start_datetime,end_datetime,duration_hours,input_weight_kg,expected_yield,actual_yield,yield_pct,avg_brix,grade_a_pct,downtime_minutes,is_organic_run,num_lots_consumed
RUN-013041,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Morning,2026-03-17 06:13:00,2026-03-17 13:42:48,7.5,30222.0,5440.0,3976.0,73.09,5.93,65.57,31,False,122
RUN-013042,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2025-12-14 14:08:00,2025-12-14 23:35:21,9.46,13328.1,666.4,504.0,75.63,5.92,52.73,4,False,55
RUN-013043,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-04-24 06:26:00,2025-04-24 11:03:15,4.62,45684.8,19187.6,16219.4,84.53,6.03,61.66,21,False,193
RUN-013044,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Night,2026-06-04 22:23:00,2026-06-05 07:22:51,9.0,17608.8,3169.6,2732.1,86.2,6.01,76.06,10,True,71
RUN-013045,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Afternoon,2025-03-24 14:30:00,2025-03-25 00:10:59,9.68,14159.2,5946.9,4705.9,79.13,6.05,79.63,83,True,54
RUN-013046,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Afternoon,2025-03-25 14:17:00,2025-03-25 21:02:00,6.75,29981.7,12592.3,10513.7,83.49,6.02,69.77,21,False,129
RUN-013047,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2026-03-25 06:15:00,2026-03-25 11:08:11,4.89,20955.2,1047.8,871.3,83.16,6.02,71.6,6,False,81
RUN-013048,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Night,2025-07-31 22:25:00,2025-08-01 07:04:03,8.65,21029.5,2523.5,2041.5,80.9,5.99,69.62,6,False,79
RUN-013049,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Night,2026-04-15 22:24:00,2026-04-16 05:54:50,7.51,30503.8,3660.5,3207.6,87.63,6.08,68.5,16,False,127
RUN-013050,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Night,2025-10-15 22:03:00,2025-10-16 04:24:51,6.36,25428.1,7628.4,6323.0,82.89,5.99,76.7,1,True,103
RUN-013051,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Afternoon,2024-08-13 14:08:00,2024-08-13 21:51:16,7.72,24440.4,7332.1,6139.3,83.73,5.93,72.28,19,True,101
RUN-013052,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Afternoon,2024-10-09 14:14:00,2024-10-09 21:46:10,7.54,36835.6,11050.7,9540.0,86.33,5.98,73.76,228,True,141
RUN-013053,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Morning,2025-03-18 06:15:00,2025-03-18 12:54:52,6.66,44673.7,5360.8,4306.2,80.33,5.98,68.65,84,False,185
RUN-013054,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Afternoon,2025-05-13 14:21:00,2025-05-13 21:51:06,7.5,37877.3,6817.9,6038.0,88.56,6.0,77.64,24,True,161
RUN-013055,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2024-07-28 06:08:00,2024-07-28 15:07:02,8.98,26034.0,1301.7,1092.4,83.92,6.05,61.11,70,False,108
RUN-013056,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Afternoon,2024-10-10 14:07:00,2024-10-10 19:53:07,5.77,38377.3,16118.5,12461.7,77.31,5.92,65.22,37,True,161
RUN-013057,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Night,2025-11-02 22:01:00,2025-11-03 02:22:06,4.35,41687.8,5002.5,4187.4,83.71,5.99,65.12,49,False,172
RUN-013058,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Night,2024-11-17 22:14:00,2024-11-18 02:34:24,4.34,33699.5,6065.9,5237.7,86.35,6.01,75.18,15,True,137
RUN-013059,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Night,2024-11-23 22:27:00,2024-11-24 05:06:49,6.66,22600.4,6780.1,5811.7,85.72,5.99,58.51,36,False,94
RUN-013060,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Morning,2025-07-31 06:02:00,2025-07-31 11:05:04,5.05,16466.5,4940.0,3686.0,74.62,5.98,64.06,30,False,64
RUN-013061,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-01-07 06:06:00,2025-01-07 13:15:16,7.15,41104.5,17263.9,13558.6,78.54,6.03,58.72,35,False,172
RUN-013062,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Night,2025-12-28 22:21:00,2025-12-29 05:33:41,7.21,25250.1,10605.0,8697.7,82.02,5.97,61.17,21,False,103
RUN-013063,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Afternoon,2025-02-06 14:26:00,2025-02-06 19:43:46,5.3,42893.8,18015.4,14333.0,79.56,5.92,77.27,218,True,176
RUN-013064,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2025-03-18 14:22:00,2025-03-18 22:04:11,7.7,28033.3,11774.0,9158.3,77.78,5.97,68.42,43,False,114
RUN-013065,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Morning,2025-11-30 06:26:00,2025-11-30 12:51:30,6.43,32897.8,5921.6,5238.5,88.46,6.05,73.08,3,False,130
RUN-013066,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Night,2025-12-12 22:07:00,2025-12-13 03:58:25,5.86,33810.5,14200.4,11802.1,83.11,5.93,76.98,27,True,139
RUN-013067,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2025-01-02 14:07:00,2025-01-02 20:02:49,5.93,14560.5,728.0,611.4,83.98,6.07,68.97,9,False,58
RUN-013068,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Morning,2025-01-08 06:06:00,2025-01-08 14:32:26,8.44,22366.5,6710.0,5257.8,78.36,6.09,71.43,15,True,91
RUN-013069,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Night,2024-09-24 22:18:00,2024-09-25 05:11:36,6.89,26710.4,8013.1,7049.3,87.97,5.99,67.52,9,False,117
RUN-013070,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2025-10-18 14:00:00,2025-10-18 23:31:22,9.52,19259.8,8089.1,6921.0,85.56,5.88,68.35,55,False,79
RUN-013071,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Afternoon,2025-10-26 14:27:00,2025-10-26 20:10:02,5.72,45899.3,19277.7,14466.3,75.04,5.92,58.47,14,False,183
RUN-013072,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Morning,2024-07-13 06:08:00,2024-07-13 11:07:08,4.99,31451.6,9435.5,7428.9,78.73,6.05,68.0,27,False,125
RUN-013073,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2026-03-28 14:28:00,2026-03-28 19:05:40,4.63,20918.6,8785.8,6676.5,75.99,6.12,66.25,81,False,80
RUN-013074,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Afternoon,2025-12-20 14:02:00,2025-12-20 18:08:43,4.11,14834.1,6230.3,5125.5,82.27,6.03,70.31,15,False,64
RUN-013075,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Afternoon,2025-12-22 14:26:00,2025-12-22 19:41:48,5.26,27380.8,3285.7,2813.2,85.62,6.06,69.23,36,False,117
RUN-013076,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2026-03-11 14:07:00,2026-03-11 21:43:19,7.61,44917.5,5390.1,4438.9,82.35,6.01,69.23,20,False,182
RUN-013077,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2025-01-05 06:16:00,2025-01-05 12:17:38,6.03,24741.1,1237.1,986.1,79.71,6.03,63.73,7,False,102
RUN-013078,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Night,2024-10-18 22:01:00,2024-10-19 06:27:56,8.45,34111.9,14327.0,11814.0,82.46,6.02,65.25,3,False,141
RUN-013079,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2024-07-09 22:12:00,2024-07-10 05:24:07,7.2,13547.1,677.4,575.5,84.96,6.01,77.59,36,False,58
RUN-013080,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2026-05-12 14:05:00,2026-05-12 19:07:03,5.03,30077.9,12632.7,10676.0,84.51,5.95,67.94,46,False,131
RUN-013081,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Afternoon,2024-10-03 14:05:00,2024-10-03 23:05:16,9.0,22368.3,4026.3,3303.6,82.05,6.01,73.63,8,True,91
RUN-013082,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Night,2025-10-16 22:26:00,2025-10-17 03:17:39,4.86,19783.9,3561.1,2971.5,83.44,5.91,80.77,17,True,78
RUN-013083,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Night,2025-11-22 22:14:00,2025-11-23 03:45:46,5.53,38786.6,16290.4,12550.3,77.04,5.94,68.75,31,False,160
RUN-013084,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Night,2026-01-19 22:27:00,2026-01-20 07:07:44,8.68,23518.7,2822.2,2179.5,77.23,5.85,71.13,65,False,97
RUN-013085,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Morning,2024-06-19 06:13:00,2024-06-19 13:49:07,7.6,17934.1,5380.2,4097.3,76.16,6.03,59.15,17,False,71
RUN-013086,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Night,2025-05-15 22:16:00,2025-05-16 04:37:35,6.36,33964.6,14265.1,12612.7,88.42,6.05,76.71,159,True,146
RUN-013087,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Morning,2024-09-21 06:10:00,2024-09-21 15:52:24,9.71,23262.2,2791.5,2277.7,81.59,5.98,68.75,16,False,96
RUN-013088,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2025-08-19 14:28:00,2025-08-19 21:16:51,6.81,23339.9,2800.8,2105.0,75.16,6.02,71.84,0,False,103
RUN-013089,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Afternoon,2026-04-11 14:16:00,2026-04-11 19:35:49,5.33,26998.6,8099.6,6491.3,80.14,5.94,70.27,15,False,111
RUN-013090,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Night,2024-07-16 22:30:00,2024-07-17 04:54:21,6.41,45568.3,19138.7,15999.1,83.6,6.09,70.1,15,False,194
RUN-013091,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Morning,2024-08-16 06:18:00,2024-08-16 15:21:46,9.06,14419.9,4326.0,3308.6,76.48,6.08,61.82,17,False,55
RUN-013092,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Night,2025-06-20 22:02:00,2025-06-21 03:44:37,5.71,24234.9,10178.7,8656.1,85.04,6.01,80.21,6,True,96
RUN-013093,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Afternoon,2025-11-07 14:02:00,2025-11-07 18:21:09,4.32,16192.1,2914.6,2447.1,83.96,6.0,77.42,27,True,62
RUN-013094,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2024-12-04 06:22:00,2024-12-04 14:14:15,7.87,23393.4,9825.2,7563.7,76.98,5.94,72.16,2,False,97
RUN-013095,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Afternoon,2025-03-28 14:13:00,2025-03-28 19:28:30,5.26,18486.5,7764.3,6108.7,78.68,5.98,72.97,52,False,74
RUN-013096,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2025-03-14 14:09:00,2025-03-14 20:28:31,6.33,12936.0,646.8,597.2,92.33,6.07,82.69,20,False,52
RUN-013097,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Morning,2024-11-24 06:07:00,2024-11-24 15:19:41,9.21,36424.5,15298.3,13360.0,87.33,5.99,77.55,42,True,147
RUN-013098,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Night,2025-12-09 22:10:00,2025-12-10 04:50:31,6.68,43432.3,18241.6,12971.7,71.11,6.02,63.13,2,False,179
RUN-013099,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Morning,2024-06-29 06:18:00,2024-06-29 12:50:02,6.53,21916.1,3944.9,3334.1,84.52,6.0,71.26,11,False,87
RUN-013100,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Afternoon,2025-06-21 14:20:00,2025-06-21 20:44:40,6.41,45124.9,13537.5,11649.6,86.05,6.05,77.84,30,True,194
RUN-013101,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-10-02 06:28:00,2025-10-02 13:07:24,6.66,17961.5,7543.8,6674.0,88.47,5.94,71.01,4,False,69
RUN-013102,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Night,2026-03-25 22:17:00,2026-03-26 05:29:16,7.2,44755.3,13426.6,11212.3,83.51,5.92,75.77,10,True,194
RUN-013103,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Morning,2025-04-30 06:02:00,2025-04-30 13:41:47,7.66,41292.6,12387.8,10713.9,86.49,6.03,77.27,12,True,176
RUN-013104,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Night,2024-08-10 22:27:00,2024-08-11 04:28:40,6.03,45365.5,19053.5,15580.8,81.77,6.02,73.51,14,True,185
RUN-013105,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Night,2024-07-30 22:08:00,2024-07-31 02:20:04,4.2,26601.2,11172.5,9006.1,80.61,5.99,66.36,11,False,110
RUN-013106,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2025-08-11 06:29:00,2025-08-11 15:08:32,8.66,23985.9,1199.3,912.2,76.06,6.12,65.31,36,False,98
RUN-013107,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Morning,2025-09-02 06:11:00,2025-09-02 10:19:14,4.14,41255.5,4950.7,3888.9,78.55,5.99,65.52,20,False,174
RUN-013108,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Afternoon,2024-12-26 14:22:00,2024-12-26 21:24:48,7.05,41345.7,17365.2,14370.9,82.76,5.96,72.51,10,False,171
RUN-013109,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Morning,2025-01-28 06:00:00,2025-01-28 12:59:34,6.99,37918.4,15925.7,12420.5,77.99,6.01,76.13,13,True,155
RUN-013110,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2025-06-29 14:20:00,2025-06-29 21:03:42,6.73,25928.6,10890.0,8958.3,82.26,6.0,68.32,33,False,101
RUN-013111,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2025-06-12 22:19:00,2025-06-13 05:26:16,7.12,43154.8,2157.7,1647.7,76.36,6.04,63.43,61,False,175
RUN-013112,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Morning,2024-12-28 06:28:00,2024-12-28 16:20:18,9.87,45588.8,5470.7,4451.8,81.38,5.97,63.73,1,False,193
RUN-013113,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Morning,2025-05-24 06:26:00,2025-05-24 12:26:54,6.02,17257.9,7248.3,5631.7,77.7,5.96,76.06,7,True,71
RUN-013114,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Afternoon,2024-12-31 14:20:00,2024-12-31 22:28:40,8.14,38924.1,7006.3,5760.1,82.21,6.04,82.08,238,True,173
RUN-013115,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2026-01-07 14:25:00,2026-01-07 23:31:37,9.11,14272.7,5994.5,5172.4,86.29,6.04,76.79,3,False,56
RUN-013116,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2025-05-22 06:17:00,2025-05-22 15:24:52,9.13,22755.0,1137.8,899.0,79.01,6.04,63.27,184,False,98
RUN-013117,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2024-08-03 14:18:00,2024-08-03 19:16:57,4.98,17994.0,899.7,755.3,83.95,5.98,76.71,26,False,73
RUN-013118,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Morning,2026-01-14 06:28:00,2026-01-14 15:40:51,9.21,46478.3,13943.5,10419.9,74.73,5.97,72.49,17,True,189
RUN-013119,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Morning,2025-06-23 06:11:00,2025-06-23 12:25:42,6.25,38762.2,4651.5,3953.1,84.99,6.01,65.81,6,False,155
RUN-013120,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Night,2025-07-07 22:14:00,2025-07-08 05:00:56,6.78,35512.3,14915.2,11862.6,79.53,5.96,71.52,44,False,158
RUN-013121,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Morning,2026-04-29 06:28:00,2026-04-29 11:46:05,5.3,26735.0,11228.7,8259.0,73.55,5.99,68.97,163,False,116
RUN-013122,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Afternoon,2024-12-24 14:13:00,2024-12-24 22:13:53,8.01,29489.6,12385.6,10400.9,83.98,5.98,67.77,1,False,121
RUN-013123,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2024-10-27 14:18:00,2024-10-27 19:26:58,5.15,30441.0,3652.9,2975.8,81.46,5.96,70.37,15,False,135
RUN-013124,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Morning,2025-02-07 06:01:00,2025-02-07 10:36:38,4.59,32134.3,9640.3,8179.7,84.85,5.94,60.77,15,False,130
RUN-013125,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Morning,2025-09-12 06:05:00,2025-09-12 15:15:36,9.18,30784.8,9235.4,7824.3,84.72,5.96,68.0,59,False,125
RUN-013126,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Afternoon,2025-12-31 14:05:00,2025-12-31 18:49:38,4.74,36906.1,15500.6,13421.2,86.59,6.0,77.12,61,True,153
RUN-013127,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Afternoon,2024-12-02 14:07:00,2024-12-02 21:13:29,7.11,22817.6,6845.3,5741.1,83.87,6.03,69.57,1,False,92
RUN-013128,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Morning,2025-10-22 06:14:00,2025-10-22 10:40:22,4.44,17120.6,5136.2,4322.0,84.15,6.02,56.16,71,False,73
RUN-013129,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Night,2025-11-07 22:12:00,2025-11-08 04:26:04,6.23,15814.2,4744.3,3515.5,74.1,5.87,70.15,8,True,67
RUN-013130,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-02-03 06:03:00,2025-02-03 12:51:20,6.81,27363.5,11492.7,9695.2,84.36,6.07,66.13,3,False,124
RUN-013131,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2025-01-10 14:23:00,2025-01-10 21:56:33,7.56,47578.0,19982.8,17084.7,85.5,5.94,66.15,20,False,192
RUN-013132,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Morning,2025-02-26 06:22:00,2025-02-26 15:27:31,9.09,37801.9,15876.8,11752.9,74.03,5.96,61.64,16,False,159
RUN-013133,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Night,2024-06-28 22:01:00,2024-06-29 04:27:19,6.44,27589.6,8276.9,6840.6,82.65,5.91,66.39,18,False,122
RUN-013134,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2025-06-06 06:23:00,2025-06-06 13:03:37,6.68,46715.5,2335.8,2026.4,86.75,6.01,75.81,19,False,186
RUN-013135,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Morning,2025-11-04 06:09:00,2025-11-04 11:44:29,5.59,38730.9,16267.0,12954.2,79.63,5.97,78.57,47,True,168
RUN-013136,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Night,2025-06-20 22:17:00,2025-06-21 04:24:40,6.13,21001.5,8820.6,7158.9,81.16,5.98,75.0,47,False,80
RUN-013137,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Morning,2025-01-19 06:17:00,2025-01-19 12:10:16,5.89,36371.6,15276.1,12712.7,83.22,5.96,68.71,36,False,147
RUN-013138,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Night,2026-03-25 22:12:00,2026-03-26 05:45:47,7.56,47670.3,8580.7,7054.5,82.21,5.91,76.8,74,True,194
RUN-013139,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Afternoon,2025-12-17 14:22:00,2025-12-17 20:34:09,6.2,40414.8,16974.2,14345.2,84.51,6.06,79.39,7,True,165
RUN-013140,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Night,2025-06-29 22:04:00,2025-06-30 02:40:52,4.61,45561.3,13668.4,11706.8,85.65,6.02,63.69,34,False,179
RUN-013141,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Night,2025-09-12 22:24:00,2025-09-13 02:42:59,4.32,37391.3,15704.3,13577.6,86.46,6.04,75.82,0,True,153
RUN-013142,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Afternoon,2025-11-11 14:14:00,2025-11-11 20:49:22,6.59,13361.8,4008.5,3316.0,82.72,5.93,71.19,46,False,59
RUN-013143,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Afternoon,2025-10-26 14:05:00,2025-10-26 22:58:14,8.89,13356.7,4007.0,3464.7,86.47,5.94,73.21,20,False,56
RUN-013144,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Night,2024-11-02 22:24:00,2024-11-03 05:47:45,7.4,42741.2,12822.4,10781.5,84.08,5.98,67.05,9,False,173
RUN-013145,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Night,2024-10-13 22:09:00,2024-10-14 02:52:27,4.72,47974.6,8635.4,7821.4,90.57,6.02,76.92,11,True,195
RUN-013146,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Night,2025-05-24 22:20:00,2025-05-25 03:07:23,4.79,22219.1,9332.0,7031.2,75.35,5.96,65.88,17,False,85
RUN-013147,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Afternoon,2026-04-18 14:07:00,2026-04-18 19:14:38,5.13,19344.1,5803.2,5153.9,88.81,5.92,72.94,68,False,85
RUN-013148,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Night,2026-02-16 22:14:00,2026-02-17 07:11:58,8.97,14887.4,6252.7,4378.9,70.03,6.02,61.29,3,False,62
RUN-013149,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Morning,2024-11-25 06:04:00,2024-11-25 14:23:30,8.33,40335.8,12100.7,10455.5,86.4,6.02,65.7,13,False,172
RUN-013150,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Night,2026-02-14 22:01:00,2026-02-15 04:11:02,6.17,17110.8,5133.2,4465.2,86.99,6.04,61.97,67,False,71
RUN-013151,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2026-02-17 06:21:00,2026-02-17 16:10:31,9.83,24658.8,1232.9,1063.3,86.24,6.15,68.0,4,False,100
RUN-013152,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Night,2025-09-26 22:09:00,2025-09-27 07:04:12,8.92,34297.2,14404.8,11874.7,82.44,6.0,67.14,16,False,140
RUN-013153,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Night,2025-01-02 22:18:00,2025-01-03 07:21:52,9.06,23318.4,6995.5,5490.0,78.48,6.1,69.39,15,True,98
RUN-013154,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2026-05-29 14:08:00,2026-05-29 19:38:53,5.51,18725.8,2247.1,1922.2,85.54,6.07,67.5,47,False,80
RUN-013155,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2024-12-17 06:22:00,2024-12-17 14:14:11,7.87,47989.1,2399.5,1759.5,73.33,5.92,66.15,1,False,195
RUN-013156,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Morning,2025-02-16 06:10:00,2025-02-16 12:25:29,6.26,19285.6,8100.0,6274.6,77.46,5.98,75.29,106,False,85
RUN-013157,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Night,2024-11-08 22:19:00,2024-11-09 03:04:30,4.76,24517.8,7355.3,5887.3,80.04,6.0,73.83,10,False,107
RUN-013158,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2026-03-24 22:00:00,2026-03-25 07:09:30,9.16,38764.0,1938.2,1442.4,74.42,5.96,69.77,54,False,172
RUN-013159,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2026-02-21 22:23:00,2026-02-22 03:16:38,4.89,38173.6,1908.7,1444.8,75.7,5.99,62.35,38,False,162
RUN-013160,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Afternoon,2024-07-13 14:14:00,2024-07-13 23:45:08,9.52,15490.1,1858.8,1576.9,84.83,5.99,66.67,20,False,60
RUN-013161,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Afternoon,2026-06-04 14:28:00,2026-06-04 19:41:50,5.23,33179.3,9953.8,8473.6,85.13,6.01,68.89,92,False,135
RUN-013162,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Night,2025-10-16 22:14:00,2025-10-17 06:11:35,7.96,30509.8,12814.1,10671.6,83.28,5.97,66.17,2,False,133
RUN-013163,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Morning,2025-01-08 06:08:00,2025-01-08 14:22:44,8.25,20363.3,8552.6,6849.9,80.09,5.99,76.62,18,True,77
RUN-013164,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Night,2025-05-08 22:25:00,2025-05-09 06:08:51,7.73,20535.9,8625.1,7140.2,82.78,5.96,67.42,77,False,89
RUN-013165,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Morning,2025-12-11 06:08:00,2025-12-11 14:00:54,7.88,27365.2,8209.6,6335.6,77.17,5.93,63.96,43,False,111
RUN-013166,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Morning,2024-07-26 06:19:00,2024-07-26 14:36:46,8.3,40024.3,4802.9,4007.6,83.44,5.95,65.84,54,False,161
RUN-013167,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Afternoon,2026-05-22 14:29:00,2026-05-22 19:38:35,5.16,27846.9,8354.1,6395.8,76.56,5.88,66.1,5,False,118
